# Onboard parameters for system MAV 001
#
# MAV ID  COMPONENT ID  PARAM NAME  VALUE (FLOAT)
1	50	BAT_CAPACITY	                       -1	9
1	50	BAT_C_SCALING	                   0.0124	9
1	50	BAT_N_CELLS	4	6
1	50	BAT_V_CHARGED	                      4.2	9
1	50	BAT_V_EMPTY	                      3.4	9
1	50	BAT_V_LOAD_DROP	                     0.07	9
1	50	BAT_V_SCALE_IO	10000	6
1	50	BAT_V_SCALING	                   0.0082	9
1	50	BD_GPROPERTIES	                     0.03	9
1	50	BD_OBJ_CD	                      0.1	9
1	50	BD_OBJ_MASS	                      0.6	9
1	50	BD_OBJ_SURFACE	               0.00311725	9
1	50	BD_PRECISION	                       30	9
1	50	BD_TURNRADIUS	                      120	9
1	50	CAM_SERVO_P_MAX	                      118	9
1	50	CAM_SERVO_P_MIN	                       -8	9
1	50	CAM_SERVO_P_ORI	                       90	9
1	50	CAM_SERVO_R_MAX	                       25	9
1	50	CAM_SERVO_R_MIN	                      -25	9
1	50	CAM_SERVO_R_ORI	                        0	9
1	50	CBRK_AIRSPD_CHK	0	6
1	50	CBRK_ENGINEFAIL	284953	6
1	50	CBRK_FLIGHTTERM	121212	6
1	50	CBRK_GPSFAIL	0	6
1	50	CBRK_IO_SAFETY	0	6
1	50	CBRK_RATE_CTRL	0	6
1	50	CBRK_SUPPLY_CHK	0	6
1	50	COM_BAT_CRI_TH	                     0.18	9
1	50	COM_BAT_LOW_TH	                     0.3	9
1	50	COM_DL_LOSS_EN	1	6
1	50	COM_DL_LOSS_T	5	6
1	50	COM_DL_REG_T	5	6
1	50	COM_EF_C2T	                        5	9
1	50	COM_EF_THROT	                      0.5	9
1	50	COM_EF_TIME	                       10	9
1	50	COM_RC_LOSS_T	                        4	9
1	50	COM_SENSVER_DIST	                      3.0	9
1	50	COM_SENSVER_ANCO	                      0.9	9
1	50	COM_SENSVER_HDIS	                      1.5	9
1	50	COM_SENSVER_VELR	                      1.5	9
1	50	FW_AIRSPD_MAX	                       50	9
1	50	FW_AIRSPD_MIN	                       13	9
1	50	FW_AIRSPD_TRIM	                       20	9
1	50	FW_ATT_TC	                      0.5	9
1	50	FW_CLMBOUT_DIFF	                       25	9
1	50	FW_FLARE_PMAX	                       15	9
1	50	FW_FLARE_PMIN	                      2.5	9
1	50	FW_L1_DAMPING	                     0.75	9
1	50	FW_L1_PERIOD	                       25	9
1	50	FW_LND_ANG	                        5	9
1	50	FW_LND_FLALT	                        8	9
1	50	FW_LND_HHDIST	                       15	9
1	50	FW_LND_HVIRT	                       10	9
1	50	FW_LND_TLALT	                       -1	9
1	50	FW_LND_USETER	0	6
1	50	FW_MAN_P_MAX	                       45	9
1	50	FW_MAN_R_MAX	                       45	9
1	50	FW_PR_FF	                      0.4	9
1	50	FW_PR_I	                        0	9
1	50	FW_PR_IMAX	                      0.2	9
1	50	FW_PR_P	                     0.05	9
1	50	FW_PSP_OFF	                        0	9
1	50	FW_P_LIM_MAX	                       45	9
1	50	FW_P_LIM_MIN	                      -45	9
1	50	FW_P_RMAX_NEG	                        0	9
1	50	FW_P_RMAX_POS	                        0	9
1	50	FW_P_ROLLFF	                        0	9
1	50	FW_RR_FF	                      0.3	9
1	50	FW_RR_I	                        0	9
1	50	FW_RR_IMAX	                      0.2	9
1	50	FW_RR_P	                     0.05	9
1	50	FW_RSP_OFF	                        0	9
1	50	FW_R_LIM	                       45	9
1	50	FW_R_RMAX	                        0	9
1	50	FW_THR_CRUISE	                      0.7	9
1	50	FW_THR_LND_MAX	                        1	9
1	50	FW_THR_MAX	                        1	9
1	50	FW_THR_MIN	                        0	9
1	50	FW_THR_SLEW_MAX	                        0	9
1	50	FW_T_CLMB_MAX	                        5	9
1	50	FW_T_HGT_OMEGA	                        3	9
1	50	FW_T_HRATE_FF	                        0	9
1	50	FW_T_HRATE_P	                     0.05	9
1	50	FW_T_INTEG_GAIN	                      0.1	9
1	50	FW_T_PTCH_DAMP	                        0	9
1	50	FW_T_RLL2THR	                       10	9
1	50	FW_T_SINK_MAX	                        5	9
1	50	FW_T_SINK_MIN	                        2	9
1	50	FW_T_SPDWEIGHT	                        1	9
1	50	FW_T_SPD_OMEGA	                        2	9
1	50	FW_T_SRATE_P	                     0.05	9
1	50	FW_T_THRO_CONST	                        8	9
1	50	FW_T_THR_DAMP	                      0.5	9
1	50	FW_T_TIME_CONST	                        5	9
1	50	FW_T_VERT_ACC	                        7	9
1	50	FW_YCO_VMIN	                     1000	9
1	50	FW_YR_FF	                      0.3	9
1	50	FW_YR_I	                        0	9
1	50	FW_YR_IMAX	                      0.2	9
1	50	FW_YR_P	                     0.05	9
1	50	FW_Y_RMAX	                        0	9
1	50	GF_ALTMODE	0	6
1	50	GF_COUNT	-1	6
1	50	GF_ON	1	6
1	50	GF_SOURCE	0	6
1	50	LAUN_ALL_ON	0	6
1	50	LAUN_CAT_A	                       30	9
1	50	LAUN_CAT_MDEL	                        0	9
1	50	LAUN_CAT_PMAX	                       30	9
1	50	LAUN_CAT_T	                     0.05	9
1	50	LAUN_THR_PRE	                        0	9
1	50	MAV_API_MODE	1	6
1	50	MAV_COMP_ID	50	6
1	50	MAV_FWDEXTSP	1	6
1	50	MAV_SYS_ID	1	6
1	50	MAV_TYPE	2	6
1	50	MAV_USEHILGPS	0	6
1	50	MC_ACRO_P_MAX	                       90	9
1	50	MC_ACRO_R_MAX	                       90	9
1	50	MC_ACRO_Y_MAX	                      120	9
1	50	MC_MAN_P_MAX	                       35	9
1	50	MC_MAN_R_MAX	                       35	9
1	50	MC_MAN_Y_MAX	                      120	9
1	50	MC_PITCHRATE_D	                    0.004	9
1	50	MC_PITCHRATE_I	                        0.01	9
1	50	MC_PITCHRATE_P	                     0.12	9
1	50	MC_PITCH_P	                      3.5	9
1	50	MC_ROLLRATE_D	                    0.004	9
1	50	MC_ROLLRATE_I	                        0.01	9
1	50	MC_ROLLRATE_P	                     0.12	9
1	50	MC_ROLL_P	                      3.5	9
1	50	MC_YAWRATE_D	                    0.002	9
1	50	MC_YAWRATE_I	                        0.01	9
1	50	MC_YAWRATE_MAX	                       45	9
1	50	MC_YAWRATE_P	                      0.2	9
1	50	MC_YAW_FF	                        0	9
1	50	MC_YAW_P	                        2	9
1	50	MIS_ALTMODE	0	6
1	50	MIS_DIST_1WP	                      500	9
1	50	MIS_ONBOARD_EN	1	6
1	50	MIS_TAKEOFF_ALT	                        0	9
1	50	MPC_LAND_SPEED	                      0.5	9
1	50	MPC_THR_MAX	                        1	9
1	50	MPC_THR_MIN	                      0.2	9
1	50	MPC_TILTMAX_AIR	                       45	9
1	50	MPC_TILTMAX_TO	                       15	9
1	50	MPC_XY_FF	                      0.2	9
1	50	MPC_XY_P	                        1	9
1	50	MPC_XY_VEL_D	                     0.01	9
1	50	MPC_XY_VEL_I	                     0.02	9
1	50	MPC_XY_VEL_MAX	                        1	9
1	50	MPC_XY_VEL_MAX_F	                        5	9
1	50	MPC_XY_VEL_P	                      0.2	9
1	50	MPC_XY_VEL_POS	                        2	9
1	50	MPC_Z_FF	                      0.5	9
1	50	MPC_Z_P	                        1	9
1	50	MPC_Z_VEL_D	                     0.01	9
1	50	MPC_Z_VEL_I	                     0.02	9
1	50	MPC_Z_VEL_MAX	                      1.5	9
1	50	MPC_Z_VEL_P	                      0.2	9
1	50	MT_ACC_D	                        0	9
1	50	MT_ACC_D_LP	                      0.5	9
1	50	MT_ACC_MAX	                       40	9
1	50	MT_ACC_MIN	                      -40	9
1	50	MT_ACC_P	                      0.3	9
1	50	MT_AD_LP	                      0.5	9
1	50	MT_ALT_LP	                        1	9
1	50	MT_A_LP	                      0.5	9
1	50	MT_ENABLED	0	6
1	50	MT_FPA_D	                        0	9
1	50	MT_FPA_D_LP	                        1	9
1	50	MT_FPA_LP	                        1	9
1	50	MT_FPA_MAX	                       30	9
1	50	MT_FPA_MIN	                      -20	9
1	50	MT_FPA_P	                      0.3	9
1	50	MT_LND_PIT_MAX	                       15	9
1	50	MT_LND_PIT_MIN	                       -5	9
1	50	MT_LND_THR_MAX	                        0	9
1	50	MT_LND_THR_MIN	                        0	9
1	50	MT_PIT_FF	                      0.4	9
1	50	MT_PIT_I	                     0.03	9
1	50	MT_PIT_I_MAX	                       10	9
1	50	MT_PIT_MAX	                       20	9
1	50	MT_PIT_MIN	                      -45	9
1	50	MT_PIT_OFF	                        0	9
1	50	MT_PIT_P	                     0.03	9
1	50	MT_THR_FF	                      0.7	9
1	50	MT_THR_I	                     0.25	9
1	50	MT_THR_I_MAX	                       10	9
1	50	MT_THR_MAX	                        1	9
1	50	MT_THR_MIN	                        0	9
1	50	MT_THR_OFF	                      0.7	9
1	50	MT_THR_P	                      0.1	9
1	50	MT_TKF_PIT_MAX	                       45	9
1	50	MT_TKF_PIT_MIN	                        0	9
1	50	MT_TKF_THR_MAX	                        1	9
1	50	MT_TKF_THR_MIN	                        1	9
1	50	MT_USP_PIT_MAX	                        0	9
1	50	MT_USP_PIT_MIN	                      -45	9
1	50	MT_USP_THR_MAX	                        1	9
1	50	MT_USP_THR_MIN	                        1	9
1	50	NAV_ACC_RAD	                        1	9
1	50	NAV_AH_ALT	                      600	9
1	50	NAV_AH_LAT	-265847810	6
1	50	NAV_AH_LON	1518423250	6
1	50	NAV_DLL_AH_T	                      120	9
1	50	NAV_DLL_CHSK	0	6
1	50	NAV_DLL_CH_ALT	                      600	9
1	50	NAV_DLL_CH_LAT	-266072120	6
1	50	NAV_DLL_CH_LON	1518453890	6
1	50	NAV_DLL_CH_T	                      120	9
1	50	NAV_DLL_N	2	6
1	50	NAV_DLL_OBC	0	6
1	50	NAV_GPSF_LT	                       30	9
1	50	NAV_GPSF_P	                        0	9
1	50	NAV_GPSF_R	                        0	9
1	50	NAV_GPSF_TR	                     0.45	9
1	50	NAV_LOITER_RAD	                       50	9
1	50	NAV_RCL_LT	                      120	9
1	50	NAV_RCL_OBC	0	6
1	50	PEV_MAGB_PNOISE	                   0.0003	9
1	50	PEV_MAGE_PNOISE	                   0.0003	9
1	50	PEV_MAG_NOISE	                     0.05	9
1	50	PEV_POSD_NOISE	                      0.5	9
1	50	PEV_POSNE_NOISE	                      0.5	9
1	50	PEV_VELD_NOISE	                      0.5	9
1	50	PEV_VELNE_NOISE	                      0.3	9
1	50	PE_ABIAS_PNOISE	                    5e-05	9
1	50	PE_ACC_PNOISE	                     0.25	9
1	50	PE_EAS_NOISE	                      1.4	9
1	50	PE_GBIAS_PNOISE	                    1e-07	9
1	50	PE_GLI_ACCEL	150	6
1	50	PE_GLI_GATE	5	6
1	50	PE_GLI_PROTECT	1	6
1	50	PE_GLI_RAD	5	6
1	50	PE_GPS_ALT_WGT	                      0.9	9
1	50	PE_GYRO_PNOISE	                    0.015	9
1	50	PE_HGT_DELAY_MS	350	6
1	50	PE_MAGB_PNOISE	                   0.0001	9
1	50	PE_MAGE_PNOISE	                   0.0001	9
1	50	PE_MAG_DELAY_MS	30	6
1	50	PE_MAG_NOISE	                      0.1	9
1	50	PE_POSDEV_INIT	                        5	9
1	50	PE_POSD_NOISE	                        2.5	9
1	50	PE_POSNE_NOISE	                      0.5	9
1	50	PE_POS_DELAY_MS	400	6
1	50	PE_TAS_DELAY_MS	210	6
1	50	PE_TRIM_PITCH	                        0	9
1	50	PE_TRIM_ROLL	                        0	9
1	50	PE_VELD_NOISE	                      0.7	9
1	50	PE_VELNE_NOISE	                      0.5	9
1	50	PE_VEL_DELAY_MS	430	6
1	50	RC10_DZ	                        0	9
1	50	RC10_MAX	                     2000	9
1	50	RC10_MIN	                     1000	9
1	50	RC10_REV	                        1	9
1	50	RC10_TRIM	                     1500	9
1	50	RC11_DZ	                        0	9
1	50	RC11_MAX	                     2000	9
1	50	RC11_MIN	                     1000	9
1	50	RC11_REV	                        1	9
1	50	RC11_TRIM	                     1500	9
1	50	RC12_DZ	                        0	9
1	50	RC12_MAX	                     2000	9
1	50	RC12_MIN	                     1000	9
1	50	RC12_REV	                        1	9
1	50	RC12_TRIM	                     1500	9
1	50	RC13_DZ	                        0	9
1	50	RC13_MAX	                     2000	9
1	50	RC13_MIN	                     1000	9
1	50	RC13_REV	                        1	9
1	50	RC13_TRIM	                     1500	9
1	50	RC14_DZ	                        0	9
1	50	RC14_MAX	                     2000	9
1	50	RC14_MIN	                     1000	9
1	50	RC14_REV	                        1	9
1	50	RC14_TRIM	                     1500	9
1	50	RC15_DZ	                        0	9
1	50	RC15_MAX	                     2000	9
1	50	RC15_MIN	                     1000	9
1	50	RC15_REV	                        1	9
1	50	RC15_TRIM	                     1500	9
1	50	RC16_DZ	                        0	9
1	50	RC16_MAX	                     2000	9
1	50	RC16_MIN	                     1000	9
1	50	RC16_REV	                        1	9
1	50	RC16_TRIM	                     1500	9
1	50	RC17_DZ	                        0	9
1	50	RC17_MAX	                     2000	9
1	50	RC17_MIN	                     1000	9
1	50	RC17_REV	                        1	9
1	50	RC17_TRIM	                     1500	9
1	50	RC18_DZ	                        0	9
1	50	RC18_MAX	                     2000	9
1	50	RC18_MIN	                     1000	9
1	50	RC18_REV	                        1	9
1	50	RC18_TRIM	                     1500	9
1	50	RC1_DZ	                       10	9
1	50	RC1_MAX	                     1900	9
1	50	RC1_MIN	                     1100	9
1	50	RC1_REV	                        1	9
1	50	RC1_TRIM	                     1500	9
1	50	RC2_DZ	                       10	9
1	50	RC2_MAX	                     1900	9
1	50	RC2_MIN	                     1100	9
1	50	RC2_REV	                        1	9
1	50	RC2_TRIM	                     1500	9
1	50	RC3_DZ	                       10	9
1	50	RC3_MAX	                     1900	9
1	50	RC3_MIN	                     1100	9
1	50	RC3_REV	                        1	9
1	50	RC3_TRIM	                     1500	9
1	50	RC4_DZ	                       10	9
1	50	RC4_MAX	                     1900	9
1	50	RC4_MIN	                     1100	9
1	50	RC4_REV	                        1	9
1	50	RC4_TRIM	                     1500	9
1	50	RC5_DZ	                       10	9
1	50	RC5_MAX	                     2100	9
1	50	RC5_MIN	                      900	9
1	50	RC5_REV	                        1	9
1	50	RC5_TRIM	                     1500	9
1	50	RC6_DZ	                       10	9
1	50	RC6_MAX	                     2100	9
1	50	RC6_MIN	                      900	9
1	50	RC6_REV	                        1	9
